labels,index,year,version,page,2500Bott,singlebott,scarcity,cognitive,external,internal,coordination,technical,demand,2500partner,singlepartner,advertising,nonuniform_progress,performance_constraints,user_heterogeneity,content_production,data_center/storage,Internet_infra,content_distribution,"browsers,_apps_&_smart_devices",end_users,external_partners,substitutional_partners,paragraph
0.0,280.0,2013.0,2013.0,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Security risks: real or Hype? Third-party video cloud services can also base their services on a private cloud, meaning that they build and equip their own Big Data centers around the world rather than rely on Amazon, Google, or others to host them. Since one of the biggest concerns in the public cloud is fear of cyberattacks and piracy, private cloud service vendors often tell customers that their data will be safer since they control every aspect of their private cloud facility."
2.0,160.0,2012.0,2012.0,40.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The Paradox of Effectiveness As they reflect on 2011’s superb economic performance, online advertising experts have been wondering which models deliver the “biggest bang for the buck.”"
0.0,160.0,2021.0,2021.0,23.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"For example, government/municipal managers—city, county, state, and Federal—know now that failing to update accessibility is costly. ADA compliance lawsuits are steadily increasing with 140+ lawsuits filed against municipalities since 2011 for accessibility non-compliance. Legal action on the Federal level in 2018 alone saw 2,258 suits. A $75,000 fine can be levied in these cases for a first infraction and can escalate to $150,000 for additional violations. Coronavirus’ impact on municipal meetings and their rapid adoption of live streaming video has made ADA compliance all the more urgent."
0.0,400.0,2016.0,2016.0,73.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Over in the broadcast world, meanwhile, your compatriots are haggling over which proposed standard is going to replace SDI with a different kind of cable, or which development to place their bets on when they rewire their studio or build out their next facility."
2.0,40.0,2012.0,2012.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Because of the way that Liquidus “videos” are constructed, there are no high-resolution copies to store—no hard files and no multiple iterations. Instead, animations are created as needed; they’re customized for that platform and connection speed. “We can tailor the response to the device,” says Davis. "
0.0,480.0,2016.0,2016.0,72.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"And so the moment was gone. The legacy of Global-MIX lives on as the MBGP Peering in the London Internet Exchange, and it still services some functions, but it is a complex beast. In the traditionally appliance-led and capital expenditure (capex)-intensive network investment, most network services need a minimum level of traffic before they can garner political and financial support internally, and since IP multicast reduced costs for everyone, any successful long-term strategy was vulnerable to a counterargument of “that didn’t increase our revenue.” Worse, the efficiencies could reduce revenues or reduce transit-buying power, which could affect the business more widely. Sometimes inefficiency can be valuable."
0.0,80.0,2018.0,2018.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,"“A viewer who consumes content on a particular platform will continue to consume content on that platform unless something of sufficient force diverts them from their path,” Espelien says. “YouTube for kids is an incredibly high-inertia platform, meaning they watch all kinds of random crap within YouTube and getting them outside of YouTube to watch any- thing is actually kind of hard. YouTube has platform inertia among kids. Netflix itself has platform iner- tia among the Netflix-and-chill generation. They’re so used to watching stuff on Netflix that when they finish something they grab a new show on Netflix or wait for a new movie to come out. Netflix for them has a lot of inertia. I think we have multiple sources of inertia now. In other words, it’s not that viewers are these magical free-floating electrons again, that early internet fan boys and girls thought was going to be the case. View- ers of all ages hunker down and nest in these different viewing platforms and develop a lot of inertia. It’s just that there’s no one platform anymore.”"
0.0,80.0,2021.0,2021.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"The streaming video industry, though, has stripped a lot of that away and reduced delivery to just a technology process. When people within the streaming industry talk about delivery, they are really just concerned with protocols and network transit. And although those are important parts of providing a great streaming experience, they are only just one aspect of delivering such a service. "
1.0,280.0,2008.0,2008.0,59.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"The first question I wanted to answer was how much of a quality difference exists between a file encoded using the Baseline Profile and a file produced using the Main Profile with all quality-related options enabled. Then, the question became, “How much slower did the file play back on midto low-end computers?”  To test this, I encoded two files to two different sets of encoding parameters. The first was my standard DV codec test file, which I produced at 640x480 resolution, 29.97 frames per second, at 468Kbps video/32Kbps audio. The second was an HDV source file that I first produced at 720p at a data rate of 4,000Kbps then produced again at video/128Kbps audio, 1,500Kbps video/128Kbps audio. In both cases, I produced the file twice, once using the Baseline Profile and next using the Main Profile with all quality-related options enabled."
0.0,80.0,2014.0,2014.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Smartphones still see more video views than tablets, most likely due to a better penetration. The major demographic that is hooked into mobile video are the Millennials in the 25–34-year-old range. They are consuming 200% more video content on their smartphones and tablets according to a study commissioned by YuMe. They also watch the least live TV, which may account for their uptick in mobile video viewing as well as the largest portion of all forms of video content consumption. The study also found that, among Millennials, tablets are more popular than smartphones for video viewing."
0.0,320.0,2013.0,2013.0,88.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Trying to summarize audio gear for video production in 1,000 words or less is like trying to caption a Monet painting. That said, our primary goal when recording audio is to capture as clean and honest a representation of the live audio as possible."
0.0,200.0,2016.0,2016.0,33.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"A TRUE PLATFORM APPROACH Ericsson’s MediaFirst TV Platform is a great example of this platform approach. Instead of treating each element of the OTT service delivery stack as a discreet silo, a platform method builds a foundation on which functionality can be productized and extended across live, time-shifted, and VoD content. The platform uses module elements to meet the needs of areas as diverse as subscriber management and billing all the way through to analytics to power enhanced features such as recommendation and even subscriber marketing activities. Other advanced features include end-toend OTT ABR delivery across any screen and multi-DRM content protection with support for PlayReady, Widevine, FairPlay, and Ericsson DRM. This level of OTT service protection allows entitlements rights to be enforceable on a per-user, perdevice and per-content basis to allow for highly granular bundle creation."
0.0,240.0,2013.0,2013.0,53.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"Another thing for producers to think about is if they want to use traditional streaming to deliver the content even if it is one bitrate and flat, Knowlton says. The question is, does the system have enough bandwidth, or should adaptive streaming over HTTP be used to ensure viewers “get all the goodness of watching something” even if the system used has low bandwidth, or an older computer that does not play back video well is used. “You still get something, even if it’s at a lower bit rate,” he says."
0.0,800.0,2015.0,2015.0,107.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,"When the videos are watched from a desk top or notebook computer connecting via Eth ernet or WiFi, this schema should work as well as adaptive streaming for most viewers. But a mobile user viewing via a cellular connection might experience some delays. If you anticipate lots of mobile viewing, you should upload lower resolution files, around 640x360, either as the only files to be viewed by all, or perhaps in a mobile channel or labeled as mobile versions."
2.0,480.0,2020.0,2020.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"You’re an enterprise looking for town hall  and similar broadcasts along with VOD support  for onboarding, training, regulatory compliance,  and knowledge retention. In essence, you’re looking for a single service that can satisfy both your live and VOD requirements and make them all work within the firewall. This means you’ll want many of the features previously described but also access to single sign-on for users, the ability to access enterprise CDN functionality to efficiently deliver the video inside the firewall, and the ability to run multiple live events simultaneously. You may also want webinar-like features such as polling, chat, and live Q&A, as well as lead-generation features such as the ability to request an email address from a viewer or insert a call to action. "
2.0,320.0,2007.0,2007.0,54.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"As individuals begin to post more and more of their own videos online and distribute them around the world, management executives are asking pointed questions about why the technology can’t be put to work in the same way within their organizations, says Todd Johnson, senior vice president of marketing for VeriSign, which recently got into the content delivery game with its acquisition of Kontiki."
0.0,800.0,2017.0,2017.0,111.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"VP9 Makes a Strong Debut Adding support for the VP9 codec in 2016 was followed by very strong adoption and market interest in VP9 as an alternative to H.264, especially for high volume customers who benefit from the nearly half the data rate at the same quality when compared with H.264.  VP9/DASH implementations sparked the most interest due to strong VP9 browser compatibility (~90%), however some market hesitation still exists when considering the significantly longer encoding times seen with Google’s libvpx encoding engine. "
0.0,400.0,2015.0,2015.0,68.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Software-defined video solutions are in part differentiated by the ability to migrate changes and improvements among different codecs such as MPEG-2 and H.264. This is not possible with hardwarebased solutions for video compression. For example, many of the video compression and computation optimization techniques developed for H.264 and HEVC encoding can be implemented back into the MPEG-2 codec. The MPEG2 codec can benefit from the pre-filtering and enhanced search algorithms designed for H.264 and HEVC to further improve picture quality and encoding efficiency. This ability to take modern codec design techniques and apply them to mature formats is a key benefit of software-defined video solutions."
0.0,320.0,2016.0,2016.0,45.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Still, with the HD video pixels sorted, audio delivery lagged far behind. Most streaming content is delivered in two-channel AAC stereo at the lowest bit rate possible to aﬀord the smallest ﬁle size and speediest transmission to the greatest number of clients. For the consumer, the experience simplylacks the depth of detail of cinema and broadcast."
0.0,120.0,2020.0,2020.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"•Streaming protocols and output formats The choice of video protocol also impacts video latency. A transport protocol like SRT is low latency while an ABRprotocol like HLS is high latency. In addition, the type of error correction used by the selected protocol to counter packetloss and jitter can also add to latency."
0.0,160.0,2016.0,2016.0,28.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"With this comes increasing consumer demands. The “TV experience” has rapidly changed from appointment-based viewing-locked to one location at one specific time, on one standard linear screen - to now smart, interactive viewing experiences powering multiscreen offerings available anytime and anywhere, and personalized to the individual viewer’s preferences."
0.0,400.0,2015.0,2015.0,53.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NEXT GENERATION  BROADCAST WORKFLOWS Video operators are witnessing revolutionary changes in both business and technology. Underlying these changes is the impact of cloud technologies on the broadcast workflow that enable a transformation from equipment-centric, capital expense (CapEx) intensive systems to flexible, virtual, and dynamic deployments of cloud workflows that can operate using primarily ongoing operational expenses (OpEx).  "
0.0,160.0,2017.0,2017.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,The transcoding algorithm is also proprietary; it leverages GPU support and is capable of transcoding multiple video frames in a single GPU cycle. This is achieved by transcoding one large video frame which consists of multiple video frames laid out on a single video pane.
0.0,240.0,2011.0,2011.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"The shift from downloading to streaming is tectonic by digital standards, and, like the transition from optical media to downloads before it, it will be accompanied by much teeth-gnashing and lawyer wrangling as royalty payment standards are worked out as much in the courts as in the smoke-free backrooms of Palo Alto, Calif. In fact, London’s Financial Times asserts that attempts by Spotify and others to launch in the U.S. have been delayed mainly by the complexity of negotiating licensing terms with record companies and music publishers, not the underlying technology."
0.0,120.0,2022.0,2022.0,31.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5.2  Flexible playlist and channel creation Your channels may integrate live broadcasts with on-demand assets. They may also provide highly personalized channels requiring constant updating of the channel schedule (or playlist.) You also may want to create and distribute pop-up channels to focus on the latest breaking news or events. Your video solution must allow you to do all this and more.
0.0,560.0,2016.0,2016.0,78.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"“ IBC is the most accessible resource for people, companies and organizations willing to know what’s hot and new, but don’t have a multi-million dollar R&D budget.” "
0.0,160.0,2016.0,2016.0,30.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The story isn’t just about entertainment deals. These live experiences are made possible by a variety of hardware investments that provide the network needed to bring live HD video from remote locations to the home. That’s something Mark Peters, principal consultant for IDB Consulting, knows well."
0.0,120.0,2014.0,2014.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,"“It is, it is,” Walters says. “We feel like it’s worth it. There’s a lot of complexity that goes into shooting these things even though you’re using a camera built into an iPhone. It’s still pretty complex to complete them, but I think if you could have differentiating content out there that helps your customer -- inspires or empowers your customer -- it gives them a level of confidence that they can complete a project or it gives them a level of confidence in you as a brand. You are providing them something of value, and they’re like, ‘Man, every time I turn around Lowe’s is always there to help me understand how to do something or give me the knowledge to do something that I didn’t even know existed.’ It’s worth that effort because we’ve got to make sure that we are focusing on our customer and putting them first in our efforts.”"
0.0,960.0,2017.0,2017.0,130.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Beyond business models, you should price both startup and ongoing costs, particularly those involved with supporting additional platforms, which varies significantly from provider to provider. For example, many service providers in Table 2 offer SDKs to create Android and iOS apps, but some are available at a nominal fee, while others are quite expensive. When comparing prices, you should know all platforms that you intend to support, and how you intend to support them (app or browser). Then you should price out each module or service required to get that done, plus minimum monthly fees and perlicense costs. Remember to factor in the potential storage costs as well."
0.0,600.0,2016.0,2016.0,86.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Five years ago the discussion was more polarized. Either companies were eager to embrace the cloud, or they were holding fast to an on-premise approach. Now, the conversation is different. For those companies that have embraced the cloud—the vast majority—the question is centered on which solutions to implement. Furthermore, cloud-based implementations have diversified, increasing the number and complexity of options available. For enterprises looking to implement global video solutions, the priorities of security, scalability and global reach remain unchanged, it is the approach that continues to shift and define the landscape for solution providers."
0.0,40.0,2019.0,2019.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Rather than cutting back on what they’re offering, streaming services are charging forward with originals. In January 2018, TDG Research said Netflix, Amazon Prime, and Hulu would triple their spending on originals and fork over a combined $10 billion annually by 2022 (go2sm.com/triple). In February, Variety reported that Netflix would have 700 original shows on the air by the end of the year. Those efforts are clearly driving growth at the world’s first global TV network, but consumers are more dissatisfied than ever since they don’t have time to watch all the shows they want. Not that we aren’t trying: An end-of-year survey from LG Electronics defines a “serious watcher” as someone who watches 10 or more episodes per week and watches content on multiple platforms. Millennials, it said, are more likely to see this as a way of life (go2sm.com/serious)."
1.0,360.0,2009.0,2009.0,50.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Many have also speculated that larger companies in larger industries will eventually take a major role in the streaming/online video industry, including telecoms. For example, AT&T announced in June that it would spend $70 million in 2008 to build out its CDN infrastructure, something it also did back in 2000. Similarly, in January 2007, Level 3 Communications, LLC acquired the CDN assets of SAVVIS for $135 million (and later those of StreamCast) and has since become one of the largest providers in terms of storage capacity as well as a pricing leader."
0.0,80.0,2022.0,2022.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Following tests conducted at the Tokyo Games in 2021, Intel affirmed that 8K live streaming at scale can be done.Delivery to the open internet is managed using Real-Time Transport Protocol (RTP) and TLS or RTP and HTTP Live Streaming (HLS).The round-trip latency from venue to screen of the 50Gbps input signal encoded to produce a 200–250Mbps contribution and 80Mbps distribution signal for OTT was just 200–400 milliseconds."
0.0,200.0,2020.0,2020.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Reliability Depending on the situation, some video encoders may have to contend with unpredictable networks. In order to ensure the reliability of the video stream, some video encoders have options like adaptive bitrate encoding to ensure that the best quality video possible is always available."
2.0,40.0,2010.0,2010.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Diversity Streaming Media Europe offers a chance towatch trends through the lens of a geographysmaller than the U.S.but far more diverse—anddivergent—in terms of language and culturalfootprint.From the U.K.and host country Englandto select companies and representatives from keyEuropean Union states, Streaming Media Europeshowcases public TV, premium content, andsocial media upstarts on an equal stage."
1.0,360.0,2007.0,2007.0,60.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"“About 70% of the large enterprises that we’re working with today have a second phase project planned between now and the middle of 2007 where they are actually going to start to use Kontiki outside the firewall to communicate to partners and in some cases to actually communicate with high-value customers,” Johnson says.“We’re at the very, very early stage of how people are going to start to use video within their whole line of business.” "
0.0,240.0,2013.0,2013.0,36.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,"You can save yourself a lot of work if you can get a meeting with the main client, well in advance, to discuss staging and presentation style. With all the handlers, you get a lot of filtered information and waste a lot of time getting through the layers. Having been in the AV and live event business for more than 20 years, I’ve worked with thousands of people, including C-suite executives, government officials, doctors, lawyers, middle managers, frontline staff, motivation speakers, techies, artists, musicians, actors, and the like. Through all these interactions, I’ve come to learn that the most important piece of the puzzle is direct communication with the presenter."
0.0,520.0,2016.0,2016.0,70.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"The AV1 codec (bit.ly/267ZDEL), recently announced by the Alliance for Open Media, is a partnership among Adobe, Amazon, AMD, ARM, ATEME, Cisco, Google, Intel, Ittiam, Mi- crosoft, Mozilla, Netflix, NVIDIA, and Vidyo. Based on Google’s VP10, this codec is expect- ed to ship sometime between the end of 2016 and 1Q 2017. Until more is known about this codec, it’s not practically relevant to broadcast- ers in late 2016, but it is worth monitoring."
0.0,120.0,2011.0,2011.0,24.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"The integration of social media capabilities into videoplatforms is another example of the growing complexityof tasks facing companies as they create, manage, anddistribute live and on-demand rich media programmingon the corporate network.The expanding set oftechnical demands in managing videoinvolved communications in the enterprise leaves little room forerror for organizations deploying video solutions."
0.0,480.0,2017.0,2017.0,62.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Digital media has changed our everyday lives and is playing an increasingly important role in how we gather information, entertain, and communicate. New technology in video compression is one of the key enablers of this trend. With the compression efficiency provided by HEVC/H.265, it is no longer a luxury to enjoy ultra-high-definition (UHD) content live or using video-on-demand (VOD) services. Virtual reality (VR), which places significant demand on bandwidth, is also becoming increasingly popular. With its clear superiority over AVC/H.264, HEVC is rapidly gaining support since its standardization four years ago. For example, all Qualcomm® SnapdragonTM Mobile Platforms are engineered to support native HEVC decode through hardware acceleration. The capability ranges from 1080p30 decoding on low tier devices up to 4K60 10-bit decoding on premium tier devices. "
1.0,200.0,2008.0,2008.0,43.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"If you are looking at developing your own front-end solution and need more powerful back-end technology, you may want to consider working with these server-only companies, especially if you need to support an array of devices or high-definition content."
1.0,480.0,2007.0,20072008.0,95.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Looking back, 2007 has been a pivotal year for the indurty and one laden with milestones for us here at Sonic Foundry. The year started brilliantly with analyst recognition that webcasting had evolved into a valuable communication medium with growing wide-spread use and increasing adoption in the years ahead. Perhaps reflecting this phenomenon, we were honored by several organizations as one of the fastest growing software companies, and Mediasite was voted Best Webcasting Platform and Best Webcasting Appliance by the readers of this very magazine. It has been a great year."
1.0,600.0,2011.0,2011.0,102.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"In the quality debate, there seem to be two basic approaches: a pragmatic approach and a technical one. The pragmatic approach often comes down to a decision by content owners and their “golden eye” compressionists, balancing “good enough” against too lengthy encoding times. Still, the balance doesn’t limit premium content owners from wanting both speed and quality: The Holy Grail is a fast, robust system to encode content in real time (or faster than real time for file-based transcoding) at the highest possible quality."
1.0,400.0,2007.0,2007.0,74.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,"Companies like ROO and Babelgum are making investments in P2P technology to try to bypass infrastructure constraints. ROO recently purchased P2P assets fromWurld Media and is “integrating them into the core technicalarchitecture to be able to maneuver through the current challenging state of broadband infrastructure in emerging markets,” according to CEO Rob Petty."
0.0,960.0,2018.0,2018.0,148.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"Attention CEOs, CSOs, media strategists, and business development executives: This is your home at Streaming Media East. This forward-thinking track offers high-level strategic discussions where you can learn from the best where the online video economy is moving. The Business/Strategy Track will shed light on the future of the online video marketplace, discussing ways broadcasters, cable and satellite operators, MVPDs, and content rightsholders can unlock the value of OTT and TV Everywhere. It will point to improvements in content creation, acquisition, and monetization and reveal coming shifts in consumer viewing habits. A sea change is coming to entertainment and sports; this track is for executives who want to ride the wave."
2.0,240.0,2012.0,20122013.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Paul Riismandel, Northwestern University: Worrying about codecs will beon its way out. H.264 has won the day."
0.0,440.0,2011.0,2011.0,80.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Then, the nickel dropped. Flash support is a significant competitive advantage of Android over that other platform that doesn’t support Flash. Google supports Flash on Android because it needs Flash to compete with that other platform. It’s not about the lofty goals of standards-based computing or the death of proprietary technologies. It’s about doing what it takes to succeed on all relevant platforms."
0.0,440.0,2018.0,2018.0,70.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"A recent CDN failure highlights the value of an effective  Getting the most out of a multi-CDN workflow requires  multi-CDN strategy using DLVR’s optimization solution: accurate intelligence that can detect and analyze changing  In late 2017, one of the major CDNs had just rolled out a  network conditions, predict network hazards, and make  software update network-wide containing a defect that caused  intelligent, performance-based routing decisions in real-time."
0.0,40.0,2023.0,2023.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Users can also take advantage of the capabilities of the Inconcert platform for live and VOD event streaming—encryption features for secure payments, multiple camera angles, and optimized device management for superior streaming experiences—and they can monetize livestreams through paywalls, banner ads, or pre-roll/ mid-roll ads. "
1.0,400.0,2007.0,2007.0,67.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"In 1995, Acacia purchased a number of patents related to networked digital media from inventors Paul Yurt and Lee Browne. These patents, as well as patents it has subsequently acquired in this area, have since been bundled into a collection termed the Digital Media Transmission (which it has trademarked as “DMT”) patents. One school ofthought, promoted by Acacia, holds that the DMT patents are central to interrelated system operations. Amid growing public acceptance of that perception, DMT has become Acacia Research Corporation’s primary weapon in attempting to secure dominance in the sector."
0.0,320.0,2013.0,2013.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"“There’ll always be a certain number of people watching pirated material who basically can’t afford to buy it. So even if people reduce piracy down to zero, they will not achieve 100% conversion to paying customers,” Lewinton says. “We can provide conversion factors and benchmarks that help measure the value of that recovered audience to the rightful owners.”"
