stage,index,year,version,page,paragraph,2500Bott,singlebott,bott_list,scarcity,nonuniform_progress,performance_constraints,user_heterogeneity,cognitive,external,internal,coordination,transcational,technical,demand,2500partner,singlepartner,content_production,data_center/storage,Internet_infra,content_distribution,"browsers,_apps_&_smart_devices",advertising,end_users,external_partners,substitutional_partners,transactional,Song_Column_5,Z
0.0,760.0,2015.0,March-2015-(Sourcebook),128.0,"Does Free Work for You? If you’ve already got a computer and video capture card, one of several free solutions might work for you. One is the Adobe Flash Live Media Encoder, which has been used very widely over the years. As mentioned previously, if you’re broadcasting via a live streaming service provider such as Livestream, Ustream, or YouTube Live, check if the vendor offers a free encoding program. While some free programs might not be full- featured, they’re solid starting points, and many vendors offer an upgrade path to versions of the program that do more. Again, Livestream offers a free version of its highly competent video mixer/encoder Studio for all producers streaming through the Live stream platform, and all Livestream producers should check it out before buying a third-party video mixer or encoder.",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,1240.0,2015.0,March-2015-(Sourcebook),185.0,"FIRST SUCCESS WITH  MATROX MONARCH HD The first big event HEC broadcast using Monarch HD was the eight-hour-long “Hacking Health” forum about leading a better life—taking care of health, changing eating habits, and managing time. The challenge was that HEC had never tested the Monarch before in a closed-circuit situation. The AV specialist set up the equipment two days before the event and was not present at the venue on the day of the forum. The setup was so simple that a first-time user had no difficulty operating it, and about 100 attendees viewed the live forum online. “The first time we tried it, it was for eight hours in a row and it didn’t budge,” says Dénommée. “It worked. It performed flawlessly.” ",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,1360.0,2015.0,March-2015-(Sourcebook),200.0,"This approach adds the cost of a streaming server to the mix, but it cuts your storage and encoding costs in half compared to the first alternative, and it simplifies supporting additional formats down the road. You’ll have to choose a single group of encoding profiles for all files, for which the best starting point is Apple’s TN2224 (bit. ly/HTTPLive). This approach does not optimize the H.264 profile for each target platform, though again, in most instances, the quality differential isn’t that significant. ",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,1480.0,2015.0,March-2015-(Sourcebook),213.0,"Choosing a Streaming Vendor When it comes to vendor selection, you’re probably going to need to work with somebody in order to get this done. You could do it on your own; you just have to decide if streaming is something that you want to take on as webcast producer, or if you want to outsource it.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,1520.0,2015.0,March-2015-(Sourcebook),218.0,"A key component of the budgeting picture for any online video production strategy is technology, which may require significant investment, depending on how much you plan to do with video within your organization once you’re up and running. In this article we focus on cloud-based technologies for multipoint content creation and distribution.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,1560.0,2015.0,March-2015-(Sourcebook),223.0,"VMIX HD AND 4K Another excellent option for software-based live production and streaming is vMix, which is available in an HD version for $320 and a 4K version for $630. 4K support has become increasingly important as bandwidth grows, 4K-capable cameras move into the mainstream, and Netflix and others bring 4K streaming to consumers. We have some clients that are now requesting 4K; vMix 4K helps us to deliver it when we need it.",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,80.0,2015.0,May-June-2015,14.0,"How effective are ad blockers? I installed Adblock Plus on Firefox and competitor Adblock on Chrome and tested 10 popular U.S. sites, including YouTube, CNN, ESPN, CBS, and CNET, using Safari without an ad blocker for comparison. Safari played a preroll ad on all 10 sites. On Firefox, Adblock Plus removed those ads on nine of 10 sites, with CBS displaying a banner that said the video wouldn’t play because the ads were blocked. With Chrome, nine of 10 videos (including CBS) did play without a preroll ad. ESPN didn’t play the video, though no message was displayed. Clearly, at 90% effectiveness, ad blockers represent an existential threat to any advertising-supported site. ",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0
0.0,120.0,2015.0,May-June-2015,22.0,"“We’ve been closely watching the progression of 4K, and our all-IP workflows are being developed with it in mind,” he says. “We’ll be there with it as soon as there’s a viable path for consumers to use it, something we’re hoping happens in the next 12 months. But we also have to be sensitive to the bandwidth concerns of home viewers. Not everyone has the same high-speed connections. We want everyone to be able to watch without overtaxing their internet.”",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,240.0,2015.0,May-June-2015,35.0,"“I’m hugely against the idea of automating content,” he says.“When you talk to people that are algorithm people, they tell you as soon as they get the signals right you’re going to be able to produce a relevant piece of content without any human editors at all.I think humans are not irrelevant in the web going forward.I think they are more relevant.”",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,280.0,2015.0,May-June-2015,41.0,"Reputation is currency in the live streaming world. Make sure you know how to use, not just deploy, your Plan B, and make set-up and testing of backup—including switchovers—part of your workflow. Success means having a perfectly-synched show with clean audio and color-matched stream with no noticeable mistakes to the viewer. ",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,320.0,2015.0,May-June-2015,45.0,"As streaming becomes increasingly integrated into business, the need for customized workflows is on the rise. How do you go from simple live video capture to professional-quality produced shots? How do you ensure your produced video reaches every device your audience may be using, and looks its best for each viewer? Whether you’re just dipping a toe into live streaming or you’re looking to smooth out some rough spots in your current approach, choosing proven, industry-leading providers that are tested and verified to work together in an end-to-end workflow can give you peace of mind.",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0
0.0,400.0,2015.0,May-June-2015,53.0,"NEXT GENERATION  BROADCAST WORKFLOWS Video operators are witnessing revolutionary changes in both business and technology. Underlying these changes is the impact of cloud technologies on the broadcast workflow that enable a transformation from equipment-centric, capital expense (CapEx) intensive systems to flexible, virtual, and dynamic deployments of cloud workflows that can operate using primarily ongoing operational expenses (OpEx).  ",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,560.0,2015.0,May-June-2015,75.0,"In the past few years, the school has done more than 4,000 event hours of capture, broadcast, and presentation. The school does more than 100 hours a year of highly specialized training, approximately 50 hours each month of broadcasts to and from the various campuses associated with the Northwestern Medical Center Group,  and more than 20 hours a week with  team members using the A/V tools to educate physicians, and train PAs, medical students, residents, and fellows. ",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0
0.0,640.0,2015.0,May-June-2015,82.0,"However, limited features and services offered by a given CDN, along with bandwidth limitations at the client end, could cause a poor viewer experience: rebuffering, frozen video, even outright failure. That’s because CDN providers have different strengths when it comes to viewer reach—and all the planning in the world can’t conjure bandwidth that just isn’t there, or dictate QoS at the client end. How can live event producers deliver maximum performance of their stream, no matter where audiences watch—and on what devices?",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,80.0,2015.0,November-December-2015,14.0,"Writing for the Streaming Media blog (go2 sm.com/hevcrayburn), Dan Rayburn pointed out that HEVC Advance is long on claims but short of details. As I write this column in late September 2015, the HEVC Advance site still doesn’t list the patents that it represents, or even who is joining the group, which obviously makes it difficult to determine the essentiality of those patents and whether the royalties claimed are legitimate. ",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,120.0,2015.0,November-December-2015,23.0,"Conclusion As we stated at the start of the paper, there need to be several market elements in place for 4K / UHD to take off via OTT.  Many of these elements are well on their way to being prevalent. Enough TV sets, OTT STBs and other devices supporting 4K resolutions are currently seeing growing adoption. Media companies and studios are increasingly offering enough available content to launch a service, and consumers are beginning to show a demand for it. To be sure, the more consumers that have 4K enabled TV sets, the more the demand for 4K services will grow. The chicken and the egg are both developing quite nicely and there will be a tipping point at some time in the near future. ",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,160.0,2015.0,November-December-2015,28.0,"While there’s plenty of room to grow, Jacobs is happy with the VMA results and is looking forward to MTV’s next experience with VR. But he doesn’t want VR to simply be a gimmick— one more clever camera angle—for awards shows. No, he believes this has the potential to open up whole new areas of storytelling. Look for it to pop up again playing a bigger role in some narrative.",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,320.0,2015.0,November-December-2015,55.0,"As 4K video workflows move closer to the production mainstream, the progression of video standards from SD to 4K is important to understanding overall signal compatibility, which is critical for live video productions. Any workflow is only as strong as its weakest link. If you have to mix multiple video and computer inputs, and both record an archive and send a live stream video signal, you’re likely to find yourself working with a variety of video and computer resolutions, scan types, frame rates, and connections. When working with different signals, you might struggle to find a common signal. That is where converters and scalers come into play.",1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,400.0,2015.0,November-December-2015,68.0,"Software-defined video solutions are in part differentiated by the ability to migrate changes and improvements among different codecs such as MPEG-2 and H.264. This is not possible with hardwarebased solutions for video compression. For example, many of the video compression and computation optimization techniques developed for H.264 and HEVC encoding can be implemented back into the MPEG-2 codec. The MPEG2 codec can benefit from the pre-filtering and enhanced search algorithms designed for H.264 and HEVC to further improve picture quality and encoding efficiency. This ability to take modern codec design techniques and apply them to mature formats is a key benefit of software-defined video solutions.",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,480.0,2015.0,November-December-2015,76.0,"There is no doubt that the big area of growth in electronic media at the moment is over-the-top video: content on demand delivered via the internet. According to the Cisco Visual Networking Index (VNI) of May 2015, demand for IP traffic across platforms is exploding surpassing the Zettabyte (1000 exabytes) threshold by the end of 2016 and is expected to reach 2 zettabytes per year by 2019. IP traffic is growing fastest in the Middle East and Africa, followed by Asia Pacific. Traffic in the Middle East and Africa will grow at a CAGR of 44 percent between 2014 and 2019. Consumer VoD traffic will nearly double by 2019. The amount of VoD traffic in 2019 will be equivalent to 7 billion DVDs per month.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,520.0,2015.0,November-December-2015,77.0,"Like any other CDN architecture, VoddlerNet predicts which content will most be in demand, and ensures that sufficient sliced copies are distributed around the network and placed appropriately. For content which is rarely selected, it may not be distributed among other peers in the network.  For this content, VoddlerNet’s hybrid approach ensures that it content can be delivered from a conventional CDN instead.",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,600.0,2015.0,November-December-2015,87.0,"Analytics and Security A discussion of cloud-based delivery wouldn’t be complete without a quick discussion on analytics and security. After all, what good is seamless delivery if the number of viewers can’t be tracked and content cannot be secured?",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,160.0,2015.0,October-2015,28.0,"Results The first day we streamed, we had five dropouts of the stream that I attribute to the 4G card. In each case, we recovered within seconds. Live:Air alerts you when the stream goes down, and it is as easy as pressing the “Go Live” button on the screen’s top right to restore. The second day, we streamed for almost 2 hours with only three drops. The longest uninterrupted stream time was more than an hour.",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,320.0,2015.0,October-2015,43.0,"Sony: Worldwide reach for a press event Every year, Sony’s press conference at the opening of the National Association of Broadcasters (NAB) show in Las Vegas sets the tone for what is the premier venue for professional communication technology. For NAB 2015, Sony’s “Beyond Definition” theme was both captured and demonstrated by the webcast of the presentation using a Sony IP streaming camera to feed video and audio to the Wowza Streaming Cloud service for multiplatform distribution worldwide (wowza.com/wowzasony). Then, throughout NAB 2015, the same solution delivered live interviews from the show f loor to Sony’s global audience. ",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0
0.0,440.0,2015.0,October-2015,58.0,"Multiplatform Pause and Resume Viewers like to multitask, and with that comes a fragmented viewing experience, sometimes across multiple devices, so content platforms need to make that functionality seamless.",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,1160.0,2015.0,October-2015,109.0,"We’ve seen average bandwidth savings of more than 20% for H.264 encodes across a wide range of video types, from high motion and high complexity to low motion and low complexity.",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,80.0,2015.0,September-2015,12.0,"So Millennials might think they’re enjoying fresh edgy content in new ways, but from where I’m sitting I think they’re enjoying Generation X’s reruns—just as we watched the reruns of the Baby Boomers who came before us.",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,120.0,2015.0,September-2015,19.0,"Besides the public channel, NASA also offers an education channel and a media channel. The education channel is run by the agency’s Office of Education. Rather than delivering shows on a set schedule, it creates educational resources that support NASA’s current missions. Apart from videos, the office creates and distributes classroom materials. ",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,160.0,2015.0,September-2015,25.0,ABR is a more recent development and deserves a little consideration at this point in our paper. The simplest way to define or understand ABR streaming is that a source or mezzanine stream is encoded at multiple bitrates. All of the different bitrate streams are segmented into chunks along with the creation of a manifest file. The reason for this is so that viewers can then download or stream the chunk that is best suited to their current bandwidth situation. The viewer can do this because they are made aware of all the available chunks at differing bit rates by the manifest file.,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,200.0,2015.0,September-2015,29.0,"“Our producer, Jon Burke, who’s been with us from the very beginning, one of my best friends, he just kind of started throwing the 4K idea around,” Kraatz says.“We started talking to Omega Broadcast through the rental house in Austin here.We’ve had a long­standing rela­tionship with them.We started going and find­ing out what live multicam setup exists, and what kind of gear could we get to put togeth­er a full production suite, or setup, if you will, that could handle doing the 4K live element.”",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,280.0,2015.0,September-2015,44.0,"There are two primary reasons a company would want to focus on optimization. The first is improvement in user experience: By lowering the bitrate of the video streams, a company improves the key metrics of end user experience—faster stream start, fewer rebuffering events, and higher-quality video available on the user’s current bandwidth. The second is, of course, cost savings. By lowering bitrates, a company enables a significant reduction in delivery (CDN) costs to content providers and over-the-top service providers as well as lower overall storage costs.",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,520.0,2015.0,September-2015,73.0,"BITMOVIN: ENABLING THE BENEFITS OF MPEG-DASH The MPEG-DASH standard is just an enabler that provides ways to deliver content with low startup delay, no buffering, and in the best possible quality. The way how bitmovin implements the MPEG-DASH standard is industry leading. Our implementation of MPEG-DASH delivers content with the lowest startup delay going down to 100ms from page load to first frame. Content created with bitmovin plays without buffering and in the best possible quality. Specifically, bitmovin provides 100% better quality without buffering compared to the nextbest industry solution.",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,600.0,2015.0,September-2015,81.0,"Today, service providers need to look beyond content security to ensure that their OTT TV services function optimally. These include the provision of the following: • Video trick modes • Multi-CDN interfacing and  dynamic selecting • Multi-audio, close captioning and multi-language subtitles • Parental and device playout control • Advanced features such as downloadto-go, electronic-sell-through and dynamic advertising insertion • Detailed user-behavior analytics The implementation of all these functions, that need to be packaged together on the client side before interfacing with backend systems, is best achieved with a secure video player.",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0
0.0,680.0,2015.0,September-2015,91.0,"“The needs for enterprise video collaboration are distinct from the consumer-marketed video calling tools such has Skype and FaceTime,” Pinkerton says. “Specifically, enterprises require high reliability, conferencing scalability, interoperability with existing systems and infrastructure and stringent security.” ",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,720.0,2015.0,September-2015,98.0,"As a growing house of worship, you can provide an alternative to secular shows by offering your own brand of streamed programming. Streaming video is a key catalyst in driving more consumers to view more content. It helps you disseminate knowledge and creates a global unified experience in real time.",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,760.0,2015.0,September-2015,102.0,"Provide Support Providing a great customer experience is something that you must strive for, so I recommend having tech support staff on hand to address any technical issues that may arise during the stream. Having a chat window available on the same page as the streaming player enables the audience to give you real-time feedback on the stream itself. This allows you to make any adjustments and corrections during the stream, and puts both you and your viewers in a win-win situation since they can get instant support while you get instant reports of the stream. ",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,800.0,2015.0,September-2015,107.0,"When the videos are watched from a desk top or notebook computer connecting via Eth ernet or WiFi, this schema should work as well as adaptive streaming for most viewers. But a mobile user viewing via a cellular connection might experience some delays. If you anticipate lots of mobile viewing, you should upload lower resolution files, around 640x360, either as the only files to be viewed by all, or perhaps in a mobile channel or labeled as mobile versions.",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,40.0,2016.0,April-May-2016,8.0,"However, we’re far from ready to deploy HEVC/H.265 content over the internet, because there’s no ubiquitous H.265 decoder to use in desktop or mobile browsers. The Flash haters out there may be loath to admit it, but Flash was the H.264 Band-Aid for the web video revolution—H.264 playback was not available natively across all browsers. Because H.264 and now H.265 are not royalty-free codecs, companies such as Adobe, Microsoft, Google, and Apple have paid to use the codec in their products",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,01:00:00,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,320.0,2016.0,April-May-2016,65.0,"Meetings/conferences Many conferences offer remote access to attendees who cannot physically travel to conference locations. Additionally, many companies are beginning to take advantage of technology to live stream important corporate meetings to keep all employees informed.",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,400.0,2016.0,April-May-2016,73.0,"Over in the broadcast world, meanwhile, your compatriots are haggling over which proposed standard is going to replace SDI with a different kind of cable, or which development to place their bets on when they rewire their studio or build out their next facility.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,440.0,2016.0,April-May-2016,76.0,a high-quality camera signal in place of  magically added an extra “input” to your  Allow other use of source room or remote meeting audience.,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,160.0,2016.0,January-February-2016,30.0,"“Broadcasters have been very keen to control the production, but today everybody can curate the live event from multiple angles,” Exarchos says.“This most important challenge for broadcast is how to integrate more democratic storytelling into coverage of a sport event?”",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0
0.0,440.0,2016.0,January-February-2016,66.0,"The mess that is content licensing will continue to stall the major content houses from making serious transitions to OTT delivery. However, we will likely see an explosion of growth in new content in 2016, especially now that ad-based, subscription, and transactional monetization models for OTT content have matured and proven themselves to be viable. ",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0
0.0,480.0,2016.0,January-February-2016,72.0,"And so the moment was gone. The legacy of Global-MIX lives on as the MBGP Peering in the London Internet Exchange, and it still services some functions, but it is a complex beast. In the traditionally appliance-led and capital expenditure (capex)-intensive network investment, most network services need a minimum level of traffic before they can garner political and financial support internally, and since IP multicast reduced costs for everyone, any successful long-term strategy was vulnerable to a counterargument of “that didn’t increase our revenue.” Worse, the efficiencies could reduce revenues or reduce transit-buying power, which could affect the business more widely. Sometimes inefficiency can be valuable.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,520.0,2016.0,January-February-2016,78.0,"Functionality What are the key user-experience and business requirements for your streaming? You might be trying to meet an internal communications goal or delight a global consumer audience,  and the scope of features and capabilities between those two goals can be wide-ranging. Evaluate whether you need to secure your content, bill for access, ensure fault tolerance, deliver with low latency, meet certain viewer expectations, track how long each viewer watched, provide closed captions, etc. Each will have cloud vs. on-premises pros and cons to consider.",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,560.0,2016.0,January-February-2016,82.0,"Multi-point transport and transcoding accelerates the sending of video files to multiple locations while simultaneously transcoding to multiple formats and wrappers. This includes frame rate conversion, scaling, and audio channel mapping. This patented process eliminates multiple steps within many different workflows. Brevity saves time by having this all done in one simple and seamless process.",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,600.0,2016.0,January-February-2016,86.0,"Five years ago the discussion was more polarized. Either companies were eager to embrace the cloud, or they were holding fast to an on-premise approach. Now, the conversation is different. For those companies that have embraced the cloud—the vast majority—the question is centered on which solutions to implement. Furthermore, cloud-based implementations have diversified, increasing the number and complexity of options available. For enterprises looking to implement global video solutions, the priorities of security, scalability and global reach remain unchanged, it is the approach that continues to shift and define the landscape for solution providers.",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,40.0,2016.0,July-August-2016,6.0,"The mechanism for how VR short-circuits pain isn’t well understood, but it may be that VR hijacks sensory channels that would otherwise be used to transmit pain respon ses and floods them with other signals. It doesn’t work for everyone, but tests show 60%–90% of patients with chronic pain experience relief. Those with the most pain seem to get the most benefit. What’s more, that relief lingers after the VR experience is over, lasting anywhere from 2 to 48 hours.",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0.0
0.0,80.0,2016.0,July-August-2016,11.0,"Founded in 2005 by author and radio/TV host Leo Laporte, TWiT operates like a TV channel, with all shows streamed live and also recorded for both video and audio podcasts.Covering topics from weekly tech news and Android apps to ham radio and home theater, TWiT’s shows work because they focus on knowledgeable and relatable hosts who have authentic conversations on topics that matter to the audience.",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
